command,mean,stddev,median,user,system,min,max
savilerow,124.41612152726667,1.0401814418077842,124.9376102236,125.62567685333333,0.3792244133333333,123.2183528536,125.0924015046
conjureoxide,17.138121214266665,0.10731884784584486,17.1932135136,16.898292186666666,0.17499407999999997,17.014445131600002,17.206704997600003
