command,mean,stddev,median,user,system,min,max
savilerow,0.35744539395999997,0.0025961300130238237,0.35619439296,0.80837876,0.05547981333333333,0.35571162796,0.36043016096
conjureoxide,7.7006563512933335,0.0736227776372055,7.7267253589600005,7.632403759999999,0.04462248,7.61754604196,7.75769765296
