command,mean,stddev,median,user,system,min,max
savilerow,1.34380407242,0,1.34380407242,1.8688688799999997,0.2689855,1.34380407242,1.34380407242
conjureoxide_expand_simple,22.53436404742,0,22.53436404742,22.26680588,0.1363415,22.53436404742,22.53436404742
