command,mean,stddev,median,user,system,min,max
savilerow,22.74008507522667,0.23723824942899638,22.752963500560003,23.52645788,0.18884304666666665,22.496669921560002,22.97062180356
conjureoxide,11.41278164356,0.07483468200977997,11.38084824756,11.293308213333333,0.08962171333333331,11.35921113356,11.49828554956
